index,clues,difficulty,id,puzzle,solution
24,25,6.0,5521,4......9...947...82......5..7.8...1...8.53..7..571.6....2......8..1......6.98....,451268793639475128287391456976842315128653947345719682712534869893126574564987231
25,25,5.2,5612,.....9..3..5.8...4..4.3.1.674..9......1.......9..5..17.8.....3....5.8.4.1....6..9,816479253235681974974235186748193562521764398693852417482917635369528741157346829
26,24,5.1,5680,6.............9..5.751..2....38........6.5..2..4.23.9..3.4..7..74.....3...8...6..,689572413421369875375184269263891547197645382854723196932416758746258931518937624
27,22,6.0,5724,.4......1...7.5...9...3.........15.6.....2..8.79......4.2....3...53..8...9..4...7,543829761128765943967134285234981576651472398879653412482517639715396824396248157
28,26,6.1,6430,.8..7...2.......73.....314.8...472...1.6..7...9.5.....2.......59...2.3....1.658..,183479562425816973679253148836147259512698734794532681267381495958724316341965827
29,25,5.3,6895,...8...6..8.1....52....619..2....4..7.......3563.....9.56.3...4.....5.81....9....,931854762687129345245376198128963457794582613563417829856231974379645281412798536
30,24,5.4,6947,..7..9....4.8...1...3....5425...74.........26........54.9..3.....1..23......1..69,127549638945836712683271954258167493714395826396428175479653281561982347832714569
31,24,5.1,8087,6.2....1.......2.5.3..7......92.3..1...1....4.8..6.7.....3..5...6...91...2..5..9.,642538917897614235531972468479283651256197384183465729918346572765829143324751896
32,25,5.5,8606,4..7.92...5....4....8.2..61.95.3.....2.9..7..6.4..8.9..82............84....1.....,416759238253816479978423561795231684821964753634578192382645917167392845549187326
33,25,5.3,8680,6.7...3..1.....8....4.68...4......9.7...1.26..5.4.........42..8...1..6..8.9.3...1,687251349125394876394768512416823795738915264952476183571642938243189657869537421
34,24,5.1,8845,.91....4..4....5.3.5...8........52......4..7..3.6...5.48.5...2.2..1.....6...9.7..,391256847842719563756438912164875239528943176937621458489567321273184695615392784
35,23,5.2,8853,...3....5...1.576..3..8..2.....3...2..479....5....8...3.9.......62...1.....8....7,276349815948125763135687429617534982824796531593218674389471256762953148451862397
36,23,6.2,10341,..41.927.7......4......8..3..1.3...7.92.........6.5...8..2...6.........2.6...45..,354169278718523946926748153581432697692817435473695821839251764145976382267384519
37,23,5.3,10383,.9...67...563...24..32.....3.......5..4.......2..68.1.8......3......9........268.,291846753756391824483275196318927465964153278527468319875614932632789541149532687
38,23,5.3,10697,.9.3......6...2..72..8....54..6....29.............8.36.....75.....2...735...9..1.,895374261364512987271869345418635792936721854752948136643187529189256473527493618
39,24,5.2,11347,...5....91...87....8.....7.97.3.......2.1....6....92....593....8......36.2.4..1..,237546819196287354584193672978324561342615987651879243465931728819752436723468195
40,25,5.4,11643,.1.94.....9.....3......37....61.538...98.4....2........3.6.8.472......1..6...1...,713946528695782431842513769476195382359824176128367954931658247287439615564271893
41,24,5.1,11657,...3.89..1.......8..6....27....3.15...4.57...9....1.....9...5..6.38..7.......6..2,427368915135792468896514327768239154314657289952481673289173546643825791571946832
42,24,5.6,11702,...6....4.1...36.........5..5..4..2....289..5.6......7.2.9....1..5.62....741.....,582697314417523698396418752851746923743289165269351847628974531135862479974135286
43,24,5.3,12286,..9.61...4....8.13......2....1....7.....23.6....18....3.7..649..9..5....5.......7,289361754456278913713549286841695372975423861632187549327816495194752638568934127
44,24,5.5,13193,8..1..7......9...17...3.9..6.2...8...8.2.6..3..3..1..2.34....5....96....5........,869124735345697281721538946652349817187256493493871562934712658218965374576483129
45,25,5.3,14387,4.8..5..7.7...839.....1...6.271.....1....37.....5........4.9...78......9.65...4..,498635217671248395532917846827194563159863724346572981213459678784326159965781432
46,26,5.6,15161,39.....8.8.7....5......8..61....3..22.87...957.....1.......452.9..5.2..8...9.....,396415287827396451451278936149653872238741695765829143673184529914532768582967314
47,23,5.3,15498,.6...9..7.81..7..2....4........76..8......2...26..3.4.5..31......4....8..9......3,465829317981637452237145869149276538853491276726583941572318694314962785698754123
48,23,5.4,16021,....2..1..6..8.....3...19.7..1.....59..8..2.....9.73..4....5..3..2.....665.......,789523614164789532235461987841236795973854261526917348417695823392178456658342179
49,23,6.9,16908,..846....6.....2.....5....7.6..9...4.3...8...8.1....9..94....86....1.3.......7..9,728463951645179238913582467562391874439758612871624593194235786287916345356847129
50,24,7.7,17238,.6..7..4.1...8...2...4...1......9.....584.3..69.3....7.8.....6...9...2......5..74,962571843147683952853492716314729685725846391698315427481237569579164238236958174
51,25,5.1,17411,.5....2..6.7..2.....4.56.....5....1....9.548.3...4....87..6.......1..6...6..7.9.2,958317264637492851124856397245683719716925483389741526873269145592134678461578932
52,26,5.1,17810,.59..3.6.8....6....3.81....96..5..73..7.8..4..2.............41.6...3......14...26,159743862874926531236815794968254173317689245425371689793562418642138957581497326
53,22,5.1,17905,3...16.49...5.7.....4...6..6........95........1...2.3..2.8...1..3......87..9.....,385216749196547283274389651643175892952438176817692435429863517531724968768951324
54,25,5.3,18026,97.6...4.1........4...195..26...49...4.........7128......83..6......6..4...4....2,975683241123547698486219573268374915341965827597128436754832169812796354639451782
55,24,5.6,19521,....51.....2.8..9.8...6..1.6..1...2..7...9...2.....64.1..........6...3..43.87...1,967451832512783496843962715685147923374629158291538647128396574756214389439875261
56,22,5.3,19561,..761.....5.......3...7...1..2..654...6..5.....8....2....829.........2.49.....3..,287614953154938672369572481732186549416295837598743126643829715875361294921457368
57,25,5.5,19779,.7...582......3.6..96.7.........258.3.7.6.2..8......7...8....4.46.3.......21.....,173645829584293167296871435649712583357468291821539674718956342465327918932184756
58,25,5.5,19785,.....94......4..584.8...9..6...9..1.57...6....2...1..3..79..1...6.7...2.2.....8..,732859461196247358458163972683492715571386249924571683847925136369718524215634897
59,23,5.8,19990,....7...5.95..2..487...63..64....853..7...6..........2..6.98............1....5...,264379185395182764871456329642917853987523641513864972436298517759641238128735496
60,23,5.1,20112,......145....25....78.....6..7.........6..2..64.91....96....7.8..4.9.5...8.......,329768145416325987578149326157283694893654271642917853965432718734891562281576439
61,24,5.4,20232,43.9.7..6.1..6..2......1.......8...7...7.948.......56.9.4....3..7...4...8.2......,438927156517368924296541378349685217625719483781432569954276831173854692862193745
62,23,5.4,21151,.8.....647....53......9....93....84.....615....23......97.5..8....1.3...6........,581732964769415328324896715936527841478961532152348679297654183845173296613289457
63,26,5.1,21244,2.9.7..34..3.4.8.......2.5...6..1...92.........5.6..4....7......14.29..58....3.6.,289175634753946821641832957436291578928457316175368249562784193314629785897513462
64,23,5.3,21327,.6....9.282....1.....4...5...3.5.....7..32.........36...7.495..1.....8...9...7...,561783942824596173739421658413658729976132485258974361387249516142365897695817234
65,23,5.3,21410,4..1...3..619.......28..7.....4.8.....7.2...1.8...96..3..2...4.....5...3.9.......,458167239761932485932845716619478352547623891283519674375296148824751963196384527
66,25,5.7,21482,..4.....8.9...3...3....265..4..5.176.59..78.....8......7........3....2...2..71.9.,514796328296583714387142659843259176159637842762814935975328461431965287628471593
67,23,5.2,21502,.....3..2.37....1..2.74......5...6..2.......5.6..9..7.5...6...39..12.........8.4.,459813762837652419126749358795281634241376895368495271584967123973124586612538947
68,26,6.1,21547,..91.5...7..8...5.....3..8.4...5.6...9136.74...7........69.3.1.13.....64.........,289145376713896452654237189428759631591362748367481295846923517132578964975614823
69,25,5.1,21640,.469...5....13.....7...4....52.1.9.3.......253.......88..69...1...4.3......2...3.,146928357285137694973564812452816973768349125319752468837695241621473589594281736
70,23,5.5,22721,.....482...5..7.3..4..2.6...6.9.....1..36.9........4...9..16.8.7...........8.9...,637194825925687134841523679562948713174362958389751462493216587718435296256879341
71,25,5.3,22796,.8.....7....9.6..8.96....3..528.........3...583...7.9..6.2...8...5.....4....432..,581324976347916528296578431152869743679432815834157692463295187925781364718643259
72,25,6.2,24591,.64.....73...28.......5....1...6.7....38..4....9..1..3...9.6.1..9.58....4....2..8,564139287317628945982457136158364729723895461649271853875946312291583674436712598
73,26,5.2,24592,.5...697.1...7..5.........1.......4..7..6..393.57.91...4.......5.38.1...86..3....,254316978139278654687954321916583742478162539325749186742695813593821467861437295
74,24,5.2,24700,3.....58...7.......1.6....49....1......7..2.5....2.36..2...4..8..12......4..587..,369417582457982136218635974932561847186743295574829361725394618891276453643158729
75,25,5.1,24978,..6......3.19....5....56.81.....7.289....34.....42.7..69...8............2.71.4...,526781934381942675749356281435697128972813456168425793694578312813269547257134869
76,23,5.4,25749,.4..18........6..5.3....9....3...1.......2798.....45..5..2.......6...87.3.7.....1,945318267712946385638725914253897146461532798879164523584271639196453872327689451
77,24,5.8,25810,.4........3.5.4..7..7...2..28.391............1.9......89..1.73....4...9...6..3.8.,548172963932564817617839245285391674463758129179246358894615732321487596756923481
78,23,5.3,25908,..6.12.....9...1.6..75...8...3.7.4..4.....23..7...........947..1.....5......5...1,586912374249783156317546982863275419451869237972431865635194728198627543724358691
79,23,5.1,26255,9.......7..73...825.4........2....3.7..9.4.6...32....1....5......5.7.8..3..6.....,938421657617395482524786913462518739751934268893267541176859324245173896389642175
80,24,5.1,26274,...684.9.1..7.......3..2..7...9..64..7.......9..5.......5..18..6......3.23...6..1,752684193169735482843192567328917645576428319914563278495371826681259734237846951
81,25,7.0,26393,..3.4.6.1.1..37..9...8...2.7....6.....547.....2..9....3.....58...2..3.6...9.6....,583942671214637859697851423748216395935478216126395748361729584452183967879564132
82,24,6.9,26429,.47....1......6.373..........82...6...2.....9...345..........5..7..5...665.8.1.2.,247539618985126437361784295518297364432618579796345182829463751173952846654871923
83,22,5.8,26467,3....8..9...9...31....1.8........5.....3...9625...67..9..6......8..54....4.......,314568279865972431792413865136897542478325196259146783927681354683254917541739628
84,23,5.1,26528,.7.3.8....21.7.8..........4..7....8...2..9.6.1..7....3....2.5.1.5..9....6.....4..,574368219321974856986215374497653182832149765165782943743826591258491637619537428
85,25,5.4,26840,.1...4....6..1.9323.........5.3....66....5....9.7......7.1.....52....4.1..1.2..65,219634758764518932385972614157349286643285197892761543478156329526893471931427865
86,24,5.1,26993,..2.4...941...67...7..1...5..7.645......3.42..........8.....9..6.4...1.......8.5.,562347819418956732973812645387264591156739428249185376825471963694523187731698254
87,25,5.2,27030,8.21..6.....2.3.87.....89.......4.6...8.....365....4..31..5........3..5.9...2...8,872195634169243587534678921723914865498562173651387492317859246286431759945726318
88,27,5.1,27163,....485.9.842..1....23..8...68..4..2.9..82.6............5..327.7...2.......5.7...,376148529984256137152379846568934712491782365237615984615493278749821653823567491
89,24,5.1,27445,....81...73..2....9..64.5...2....9...9.8.....8.6..3...2...7.......5..4.2....1.73.,645381297738925641912647583327164958491852376856793124263479815179538462584216739
90,24,6.0,27615,.5...4...8.71....6.4..25..1....37.8.......27..15..........72.........3..43...6.2.,153684792827193456946725831264937185398561274715248963581372649672459318439816527
91,23,5.1,28404,.....1.75..2.8..........2..49.......8..56.1....1..2.5.6..3...1..79.....33.....8..,986231475542786931137954286495813627823567149761492358658329714279148563314675892
92,24,5.2,28626,.....6.1.7.......91..9....3..6.....2..417....2.56..4...9...12.....8.4...5...9.6..,359726814768413529142985763976548132834172956215639478497361285621854397583297641
93,22,5.6,28730,.....7......91.3...72....6..64....8......95.....2......8.......6..4....142...19.5,196327458845916327372854169964135782238769514517248693781593246659472831423681975
94,23,5.5,28755,....2.....5.....7.8.97.62..62..9...1.......43.1..4.........398.1..2.......7..4...,736521498251489376849736215624397851975812643318645729462153987193278564587964132
95,23,5.8,29470,..6541...9..3......4..2.8....1.....7.6..341....5........2....6..7.4......1...7..3,826541379957386241143729856231695487768234195495178632582913764379462518614857923
96,26,5.1,29566,........1..57...4.47..31.....4.2...859..1...26.8............9.4...9.8..5..2.5.83.,236485791185796243479231586714629358593817462628543179857362914341978625962154837
97,25,5.1,29614,...28..4....93.8.6....6.3..2.......4...8..1.7.53...9..7.54......68..5.91.........,631287549524931876879564312287193654946852137153746928795418263468325791312679485
98,24,5.1,29638,5.........69..45...81.....3..31....27.6....3....5...9...5.8.6......9..7.8...4...9,547932861369814527281756943453169782796428135128573496935287614614395278872641359
99,22,6.2,30156,..54....1.....9.6..47.........8.......3...89..9...36.27...2.....147....5....5....,965472381231589467847316259426897513173265894598143672759624138614738925382951746
